entrezid	symbol
129642	MBOAT2
8853	ASAP2
9270	ITGB1BP1
51692	CPSF3
6868	ADAM17
10971	YWHAQ
9014	TAF1B
29841	GRHL1
8462	KLF11
192668	CYS1
6241	RRM2
3241	HPCAL1
4953	ODC1
100302743	SNORA80B
79954	NOL10
106479524	RN7SL832P
245973	ATP6V1C2
10130	PDIA6
130814	SLC66A3
9475	ROCK2
1876	E2F6
23175	LPIN1
151354	LRATD1
51594	NBAS
1653	DDX1
4613	MYCN
7447	VSNL1
79677	SMC6
348654	GEN1
57665	RDH14
400945	LINC01376
130497	OSR1
400946	LINC00954
130502	TTC32
57539	WDR35
101928222	LOC101928222
4148	MATN3
9741	LAPTM4A
6382	SDC1
23369	PUM2
388	RHOB
64342	HS1BP3
100874343	HS1BP3-IT1
100271101	RPS25P3
151449	GDF7
60526	LDAH
338	APOB
114818	KLHL29
54454	ATAD2B
100420567	PGAM1P6
165324	UBXN2A
80304	WDCP
51639	SF3B6
375190	FAM228B
9540	TP53I3
375189	PFN4
50618	ITSN2
8648	NCOA1
391356	PTRHD1
79172	CENPO
109	ADCY3
51277	DNAJC27
729723	DNAJC27-AS1
22979	EFR3B
1788	DNMT3A
1838	DTNB
55252	ASXL2
3797	KIF3C
10890	RAB10
106481477	RNU6-942P
150946	GAREM2
3030	HADHA
3032	HADHB
165082	ADGRF3
85465	SELENOI
92749	DRC1
54978	SLC35F6
1058	CENPA
56896	DPYSL5
22924	MAPRE3
54867	TMEM214
60509	AGBL5
100128731	OST4
11117	EMILIN1
3795	KHK
10669	CGREF1
84696	ABHD1
10113	PREB
8884	SLC5A6
51374	ATRAID
790	CAD
7349	UCN
4358	MPV17
2976	GTF3C2
8890	EIF2B4
9784	SNX17
130557	ZNF513
5496	PPM1G
29959	NRBP1
200634	KRTCAP3
26160	IFT172
64838	FNDC4
2646	GCKR
84450	ZNF512
79635	CCDC121
11321	GPN1
9913	SUPT7L
22950	SLC4A1AP
100129995	LINC01460
9553	MRPL33
64080	RBKS
9577	BABAM2
100271294	RPL23AP34
2355	FOSL2
151056	PLB1
100505774	LOC100505774
5500	PPP1CB
245711	SPDYA
55006	TRMT61B
23160	WDR43
109617012	SNORD53B
51646	YPEL5
81606	LBH
253558	LCLAT1
92291	CAPN13
440854	CAPN14
7498	XDH
6716	SRD5A2
51072	MEMO1
84661	DPY30
6683	SPAST
55676	SLC30A6
84272	YIPF4
57448	BIRC6
55622	TTC27
4052	LTBP1
25940	FAM98A
51232	CRIM1
9637	FEZ2
6801	STRN
54497	HEATR5B
253635	GPATCH11
5610	EIF2AK2
100505876	CEBPZOS
10153	CEBPZ
55471	NDUFAF7
23683	PRKD3
25797	QPCT
10602	CDC42EP3
151393	RMDN2
64225	ATL2
220717	RPLP0P6
92906	HNRNPLL
130589	GALM
6432	SRSF7
79833	GEMIN6
90957	DHX57
447	ASS1P2
729967	MORN2
6654	SOS1
344387	CDKL4
8491	MAP4K3
728730	MAP4K3-DT
130733	TMEM178A
80745	THUMPD2
6546	SLC8A1
91461	PKDCC
27436	EML4
9167	COX7A2L
170850	KCNG3
57504	MTA3
165140	OXER1
23498	HAAO
678	ZFP36L2
100129726	LINC01126
63892	THADA
51626	DYNC2LI1
10128	LRPPRC
5495	PPM1B
6519	SLC3A1
9581	PREPL
79823	CAMKMT
107985879	LINC01833
55133	SRBD1
5581	PRKCE
2034	EPAS1
90423	ATP6V1E2
23433	RHOQ
5281	PIGF
9419	CRIPT
9655	SOCS5
90411	MCFD2
57217	TTC7A
805	CALM2
101927043	EPCAM-DT
4072	EPCAM
693144	MIR559
4436	MSH2
2956	MSH6
80204	FBXO11
3344	FOXN2
129285	PPP1R21
11037	STON1
51130	ASB3
494143	CHAC2
27248	ERLEC1
10936	GPR75
23198	PSME4
98	ACYP2
6711	SPTBN1
400954	EML6
57142	RTN4
130162	CLHC1
6233	RPS27A
4528	MTIF2
344405	PRORSD1P
55704	CCDC88A
112942	CFAP36
57223	PPP4R3B
87178	PNPT1
7444	VRK2
55120	FANCL
339799	EIF3FP3
64895	PAPOLG
5966	REL
106479581	RNU4-51P
150962	PUS10
5194	PEX13
84542	SANBR
130872	AHSA2P
9736	USP34
7514	XPO1
84140	FAM161A
10575	CCT4
150684	COMMD1
10678	B3GNT2
23301	EHBP1
5013	OTX1
51057	WDPCP
4190	MDH1
7360	UGP2
51542	VPS54
57162	PELI1
29094	LGALSL
101927402	AFTPH-DT
54812	AFTPH
100616419	MIR4434
106481208	RNU6-100P
9792	SERTAD2
400958	LINC02245
6509	SLC1A4
23177	CEP68
5861	RAB1A
10097	ACTR2
200734	SPRED2
4211	MEIS1
54465	ETAA1
10438	C1D
116143	DNAAF10
56902	PNO1
5534	PPP3R1
554251	FBXO48
2673	GFPT1
27247	NFU1
22848	AAK1
307	ANXA4
64395	GMCL1
11017	SNRNP27
4084	MXD1
151516	ASPRV1
400960	PCBP1-AS1
5093	PCBP1
100133985	LINC01816
54980	C2orf42
7072	TIA1
51449	PCYOX1
6637	SNRPG
84908	FAM136A
7039	TGFA
525	ATP6V1B1
79998	ANKRD53
113419	TEX261
55577	NAGK
84693	MCEE
10199	MPHOSPH10
400961	PAIP2B
27332	ZNF638
8291	DYSF
56603	CYP26B1
23233	EXOC6B
6697	SPR
2016	EMX1
94097	SFXN5
26056	RAB11FIP5
10322	SMYD5
84279	PRADC1
10574	CCT7
150726	FBXO41
1961	EGR4
7840	ALMS1
100874291	ALMS1-IT1
9027	NAT8
51471	NAT8B
51002	TPRKB
8446	DUSP11
10617	STAMBP
1716	DGUOK
200424	TET3
388962	BOLA3
100507171	BOLA3-AS1
55233	MOB1A
10797	MTHFD2
57835	SLC4A5
1639	DCTN1
84058	WDR54
6242	RTKN
83444	INO80B
23559	WBP1
7841	MOGS
84865	CCDC142
64427	TTC31
85474	LBX2
151534	LBX2-AS1
84759	PCGF1
165545	DQX1
550	AUP1
27429	HTRA2
84695	LOXL3
1796	DOK1
130951	M1AP
10505	SEMA4F
3099	HK2
102724515	LINC01291
56655	POLE4
84141	EVA1A
9801	MRPL19
6936	GCFC2
80059	LRRTM4
8802	SUCLG1
1768	DNAH6
129293	TRABD2A
9168	TMSB10
56888	KCMF1
83439	TCF7L1
100874334	TCF7L1-IT1
10618	TGOLN2
54884	RETSAT
84173	ELMOD3
822	CAPG
100630918	PARTICL
4144	MAT2A
2677	GGCX
8673	VAMP8
10791	VAMP5
51255	RNF181
129303	TMEM150A
10713	USP39
388969	C2orf68
8869	ST3GAL5
25885	POLR1A
55037	PTCD3
692225	SNORD94
10989	IMMT
51318	MRPL35
65055	REEP1
55818	KDM3A
51652	CHMP3
7844	RNF103
64795	RMND5A
926	CD8B
100286979	ANAPC1P1
112597	CYTOR
106480225	RNU2-63P
51315	KRCC1
2168	FABP1
55258	THNSL2
9451	EIF2AK3
101928403	EIF2AK3-DT
22934	RPIA
645166	LSP1P5
100289350	LOC100289350
64969	MRPS5
84874	ZNF514
7549	ZNF2
150696	PROM2
51011	FAHD2A
400986	ANKRD36C
729234	FAHD2CP
1844	DUSP2
56910	STARD7
55654	TMEM127
9391	CIAO1
23020	SNRNP200
150771	ITPRIPL1
23397	NCAPH
93082	NEURL3
10865	ARID5A
55683	KANSL3
90342	FER1L5
81562	LMAN2L
26504	CNNM4
100422928	MIR3127
100506036	CNNM3-DT
26505	CNNM3
200539	ANKRD23
51239	ANKRD39
54910	SEMA4C
151313	FAHD2B
375248	ANKRD36
57730	ANKRD36B
1329	COX5B
10120	ACTR1B
728537	C2orf92
23505	TMEM131
3631	INPP4A
493753	COA5
25972	UNC50
11320	MGAT4A
80705	TSGA10
150590	C2orf15
51601	LIPT1
129531	MITD1
51263	MRPL30
129530	LYG1
10190	TXNDC9
9669	EIF5B
51455	REV1
79031	PDCL3
4862	NPAS2
6160	RPL31
11138	TBC1D8
100506286	TBC1D8-AS1
55571	CNOT11
284996	RNF149
692205	SNORD89
200407	CREG2
9448	MAP4K4
7850	IL1R2
3554	IL1R1
6549	SLC9A2
84804	MFSD9
130827	TMEM182
64965	MRPS9
9392	TGFBRAP1
79074	C2orf49
2274	FHL2
8440	NCK2
80146	UXS1
6819	SULT1C2
27233	SULT1C4
9648	GCC2
644903	GCC2-AS1
3987	LIMS1
5903	RANBP2
165055	CCDC138
344558	SH3RF3
151011	SEPTIN10
65124	SOWAHC
440894	LINC01123
7851	MALL
4867	NPHP1
205251	MTLN
100507334	LOC100507334
442041	LOC442041
100288570	LOC100288570
699	BUB1
541471	MIR4435-2HG
400997	ACOXL-AS1
10018	BCL2L11
64682	ANAPC1
10461	MERTK
106479330	RN7SL297P
84910	TMEM87B
129804	FBLN7
84524	ZC3H8
376940	ZC3H6
727851	RGPD8
150465	TTL
84172	POLR1B
84269	CHCHD5
6574	SLC20A1
284958	NT5DC4
150468	CKAP2L
3553	IL1B
23550	PSD4
654433	PAX8-AS1
7849	PAX8
150472	CBWD2
200350	FOXD4L1
375260	WASH2P
11159	RABL2A
80255	SLC35F5
10096	ACTR3
8886	DDX18
54520	CCDC93
51141	INSIG2
100506797	THORLNC
55240	STEAP3
130355	C2orf76
1622	DBI
140738	TMEM37
200373	CFAP221
80775	TMEM177
100128117	RPL17P15
5775	PTPN4
57669	EPB41L5
79134	TMEM185B
5899	RALB
3625	INHBB
2736	GLI2
23332	CLASP1
100151683	RNU4ATAC
254128	NIFK-AS1
84365	NIFK
7247	TSN
274	BIN1
2071	ERCC3
10746	MAP3K2
100506922	MAP3K2-DT
5624	PROC
55677	IWS1
4648	MYO7B
55679	LIMS2
2840	GPR17
55339	WDR33
84826	SFT2D3
100169850	RNY4P7
5433	POLR2D
83607	AMMECR1L
79595	SAP130
56886	UGGT1
9394	HS6ST1
100131320	RAB6C-AS1
84084	RAB6C
440905	FAR2P1
728378	POTEF
55627	SMPD4
80097	MZT2B
84317	CCDC115
92856	IMP4
26469	PTPN18
205147	AMER3
50649	ARHGEF4
130074	FAM168B
55041	PLEKHB2
445582	POTEE
440910	LOC440910
150786	RAB6D
653784	MZT2A
150776	SMPD4BP
29798	C2orf27A
2863	GPR39
344148	NCKAP5
4249	MGAT5
100500878	MIR3679
81615	TMEM163
130013	ACMSD
905	CCNT2
22930	RAB3GAP1
109616967	SNORA40B
84083	ZRANB3
23518	R3HDM1
23190	UBXN4
3938	LCT
4175	MCM6
1615	DARS1
101928243	DARS1-AS1
7852	CXCR4
80731	THSD7B
3176	HNMT
339745	SPOPL
8942	KYNU
79712	GTDC1
92	ACVR2A
5000	ORC4
55777	MBD5
26122	EPC2
130576	LYPD6B
130574	LYPD6
27249	MMADHC
101929231	MMADHC-DT
390	RND3
375287	RBM43
9111	NMI
55183	RIF1
4703	NEB
26225	ARL5A
10254	STAM2
114793	FMNL2
55660	PRPF40A
151188	ARL6IP6
3760	KCNJ3
101929378	LINC01876
4929	NR4A2
2820	GPD2
130399	ACVR1C
90	ACVR1
130940	CCDC148
8502	PKP4
85461	TANC1
151525	WDSUB1
29994	BAZ2B
64844	MARCHF7
9936	CD302
4065	LY75
22925	PLA2R1
3694	ITGB6
5937	RBMS1
10010	TANK
100996579	LINC01806
10213	PSMD14
1803	DPP4
100131604	DPP4-DT
64135	IFIH1
25801	GCA
2888	GRB14
22837	COBLL1
151258	SLC38A11
2591	GALNT3
79809	TTC21B
27347	STK39
253782	CERS6
115677	NOSTRIN
57405	SPC25
4036	LRP2
129880	BBS5
79675	FASTKD1
9360	PPIG
493911	PHOSPHO2
151230	KLHL23
6741	SSB
29081	METTL5
130507	UBR3
140469	MYO3B
101926913	LOC101926913
440925	LINC01124
389058	SP5
285141	ERICH2
2571	GAD1
26003	GORASP2
9874	TLK1
79828	METTL8
80067	DCAF17
401019	RPS15P4
1781	DYNC1I2
8604	SLC25A12
8520	HAT1
254042	METAP1D
1746	DLX2
3655	ITGA6
5163	PDK1
51776	MAP3K20
83879	CDCA7
6670	SP3
29789	OLA1
106479247	RN7SL65P
9541	CIR1
79634	SCRN3
151556	GPR155
7456	WIPF1
1134	CHRNA1
1386	ATF2
518	ATP5MC3
80856	LNPK
3234	HOXD8
3232	HOXD3
406903	MIR10B
3233	HOXD4
401022	HAGLR
3231	HOXD1
10651	MTX2
220988	HNRNPA3
4780	NFE2L2
100422824	MIR3128
100130691	LOC100130691
8540	AGPS
150737	TTC30B
92104	TTC30A
129831	RBM45
8575	PRKRA
494513	PJVK
65977	PLEKHA3
100506866	TTN-AS1
7273	TTN
285025	CCDC141
91404	SESTD1
151126	ZNF385B
57703	CWC22
10477	UBE2E3
6744	ITPRID2
151242	PPP1R1C
54431	DNAJC10
10787	NCKAP1
142679	DUSP19
129401	NUP35
107985781	FSIP2-AS1
55854	ZC3H15
3685	ITGAV
165215	FAM171B
7035	TFPI
51454	GULP1
1290	COL5A2
84128	WDR75
30061	SLC40A1
54529	ASNSD1
150709	ANKAR
64172	OSGEPL1
94101	ORMDL1
5378	PMS1
84281	C2orf88
26275	HIBCH
3628	INPP1
54842	MFSD6
100131211	NEMP2
4664	NAB1
2744	GLS
6772	STAT1
6775	STAT4
4430	MYO1B
64859	NABP1
57181	SLC39A10
9262	STK17B
57520	HECW2
101927482	HECW2-AS1
284992	CCDC150
9330	GTF3C3
80055	PGAP1
23451	SF3B1
80219	COQ10B
3329	HSPD1
3336	HSPE1
25843	MOB4
130132	RFTN2
92935	MARS2
23314	SATB2
150538	SATB2-AS1
348751	FTCDNL1
205327	C2orf69
129450	TYW5
79568	MAIP1
26010	SPATS2L
130535	KCTD18
151246	SGO2
9689	BZW1
1195	CLK1
53938	PPIL3
60491	NIF3L1
4999	ORC2
285172	FAM126B
4709	NDUFB3
8837	CFLAR
100874399	IMPDH1P10
65072	CFLAR-AS1
100147832	RNU7-45P
843	CASP10
841	CASP8
66008	TRAK2
55437	STRADB
100420110	SCYL2P1
65062	TMEM237
57679	ALS2
8324	FZD7
7341	SUMO1
51602	NOP58
692110	SNORD70
692058	SNORD11
659	BMPR2
100271277	RPL13AP12
150864	FAM117B
130026	ICA1L
55759	WDR12
79800	CARF
65065	NBEAL1
57404	CYP20A1
10152	ABI2
65059	RAPH1
117583	PARD3B
8828	NRP2
54891	INO80D
4719	NDUFS1
1933	EEF1B2
57683	ZDBF2
8745	ADAM23
22868	FASTKD2
8609	KLF7
1385	CREB1
151194	METTL21A
151195	CCNYL1
7855	FZD5
389072	PLEKHM3
3417	IDH1
200576	PIKFYVE
6120	RPE
151050	KANSL1L
10314	LANCL1
79582	SPAG16
580	BARD1
101928103	SNHG31
285176	RPL10P6
471	ATIC
2335	FN1
55686	MREG
55825	PECR
92691	TMEM169
7520	XRCC5
150967	LINC01963
50485	SMARCAL1
6168	RPL37A
3485	IGFBP2
7145	TNS1
105373878	TNS1-AS1
10109	ARPC2
151306	GPBAR1
14	AAMP
25953	PNKD
64114	TMBIM1
6556	SLC11A1
58190	CTDSP1
7429	VIL1
57695	USP37
9125	CNOT9
7701	ZNF142
617	BCS1L
64320	RNF25
27148	STK36
9654	TTLL4
1593	CYP27A1
7475	WNT6
80326	WNT10A
255101	CFAP65
3549	IHH
100422957	MIR3131
79840	NHEJ1
151295	SLC23A3
27013	CNPPD1
79137	RETREG2
130617	ZFAND2B
10058	ABCB6
79065	ATG9A
55139	ANKZF1
79411	GLB1L
8576	STK16
7277	TUBA4A
80086	TUBA4B
3300	DNAJB2
23549	DNPEP
10290	SPEG
29926	GMPPA
79586	CHPF
130612	TMEM198
23363	OBSL1
3623	INHA
114790	STK11IP
6508	SLC4A3
2043	EPHA4
10056	FARSB
2181	ACSL3
130340	AP1S3
57590	WDFY1
65080	MRPL44
5270	SERPINE2
8452	CUL3
3667	IRS1
84236	RHBDD1
654841	MFF-DT
56947	MFF
79853	TM4SF20
3267	AGFG1
80704	SLC19A3
6364	CCL20
55022	PID1
9320	TRIP12
130888	FBXO36
3431	SP110
93349	SP140L
6672	SP100
51719	CAB39
81618	ITM2C
348761	SPATA3-AS1
257407	C2orf72
5707	PSMD1
80210	ARMC9
93010	B3GNT7
4691	NCL
6082	SNORD20
5757	PTMA
5147	PDE6D
64708	COPS7B
129563	DIS3L2
250	ALPP
347694	ECEL1P2
251	ALPG
248	ALPI
9427	ECEL1
200765	TIGD1
9470	EIF4E2
26058	GIGYF2
389084	SNORC
25791	NGEF
55054	ATG16L1
677775	SCARNA5
677772	SCARNA6
8527	DGKD
55230	USP40
54600	UGT1A9
54577	UGT1A7
54578	UGT1A6
54579	UGT1A5
54657	UGT1A4
54659	UGT1A3
54658	UGT1A1
55355	HJURP
10123	ARL4C
23677	SH3BP4
116987	AGAP1
100506749	AGAP1-IT1
2637	GBX2
57007	ACKR3
10920	COPS8
64284	RAB17
105373958	LOC105373958
9208	LRRFIP1
10267	RAMP1
140739	UBE2F
51540	SCLY
80895	ILKAP
55502	HES6
8864	PER2
26146	TRAF3IP1
51665	ASB1
9759	HDAC4
4705	NDUFA10
150678	COPS9
2817	GPC1
100130449	LOC100130449
51281	ANKMY1
285193	DUSP28
57140	RNPEPL1
101752400	CAPN10-DT
11132	CAPN10
2859	GPR35
189	AGXT
79919	MAB21L4
130916	MTERF4
23178	PASK
5510	PPP1R7
50636	ANO7
3069	HDLBP
4735	SEPTIN2
9855	FARP2
10494	STK25
666	BOK
51078	THAP4
23192	ATG4B
1841	DTYMK
84289	ING5
728294	D2HGDH
64090	GAL3ST2
129807	NEU4
5133	PDCD1
51095	TRNT1
51185	CRBN
285362	SUMF1
6419	SETMAR
3708	ITPR1
100507582	BHLHE40-AS1
8553	BHLHE40
55207	ARL8B
9695	EDEM1
29995	LMCD1
51066	SSUH2
56852	RAD18
9901	SRGAP3
440944	THUMPD3-AS1
25917	THUMPD3
55209	SETD5
64419	MTMR14
7862	BRPF1
4968	OGG1
8536	CAMK1
10474	TADA3
10093	ARPC4
26140	TTLL3
285367	RPUSD3
63924	CIDEC
84522	JAGN1
132014	IL17RE
84818	IL17RC
78987	CRELD1
285368	PRRT3
100874032	PRRT3-AS1
55831	EMC3
152302	CIDECP1
2177	FANCD2
55845	BRK1
7428	VHL
3656	IRAK2
9797	TATDN2
84657	LINC00852
100126793	GHRLOS
6396	SEC13
3269	HRH1
10533	ATG7
9686	VGLL4
132001	TAMM41
5468	PPARG
80746	TSEN2
23609	MKRN2
5894	RAF1
6161	RPL32
9922	IQSEC1
23225	NUP210
79885	HDAC11
131474	CHCHD4
79188	TMEM43
7508	XPC
27258	LSM3
6533	SLC6A6
51244	CCDC174
152273	FGD5
100505641	FGD5-AS1
7182	NR2C2
64432	MRPS25
64145	RBSN
344875	COL6A4P1
23473	CAPN7
100505696	SH3BP5-AS1
9467	SH3BP5
131965	METTL6
85403	EAF1
8292	COLQ
26061	HACL1
686	BTD
23243	ANKRD28
6030	RN7SL4P
285381	DPH3
92106	OXNAD1
23180	RFTN1
9779	TBC1D5
6304	SATB1
5868	RAB5A
8850	KAT2B
151648	SGO1
7325	UBE2E2
7324	UBE2E1
28512	NKIRAS1
6138	RPL15
9975	NR1D2
7068	THRB
5915	RARB
7155	TOP2B
55768	NGLY1
54995	OXSM
9497	SLC4A7
105377007	LINC01980
152100	CMC1
64343	AZI2
7048	TGFBR2
201595	STT3B
114884	OSBPL10
344787	ZNF860
23171	GPD1L
152189	CMTM8
729211	KRT18P15
112616	CMTM7
54918	CMTM6
51143	DYNC1LI1
25904	CNOT10
728706	SUGT1P2
389101	RPL23AP43
131405	TRIM71
2720	GLB1
643853	TMPPE
10491	CRTAP
25827	FBXL2
7342	UBP1
23122	CLASP2
10015	PDCD6IP
9881	TRANK1
9852	EPM2AIP1
4292	MLH1
9209	LRRFIP2
152048	GOLGA4-AS1
2803	GOLGA4
339883	C3orf35
101928153	ITGA9-AS1
10217	CTDSPL
50853	VILL
5333	PLCD1
9940	DLEC1
30	ACAA1
4615	MYD88
9943	OXSR1
9942	XYLB
100128640	ACVR2B-AS1
93	ACVR2B
9941	EXOG
6331	SCN5A
57599	WDR48
64689	GORASP1
199223	TTC21A
64651	CSRNP1
54977	SLC25A38
3921	RPSA
440952	EIF1B-AS1
10289	EIF1B
285266	ENTPD3-AS1
9045	RPL14
285267	ZNF619
253639	ZNF620
285268	ZNF621
1499	CTNNB1
54986	ULK4
22906	TRAK1
7433	VIPR1
9117	SEC22C
51188	SS18L2
4820	NKTR
92999	ZBTB47
25994	HIGD1A
1238	ACKR2
1582	CYP8B1
84892	POMGNT2
54861	SNRK
55129	ANO10
51099	ABHD5
285343	TCAIM
353274	ZNF445
285346	ZNF852
10168	ZNF197
7584	ZNF35
57456	KIAA1143
56992	KIF15
131616	TMEM42
51304	ZDHHC3
23016	EXOSC7
64866	CDCP1
25907	TMEM158
23395	LARS2
8994	LIMD1
22908	SACM1L
54716	SLC6A20
54585	LZTFL1
79443	FYCO1
1230	CCR1
83598	LRRC2-AS1
259173	ALS2CL
4634	MYL3
5745	PTH1R
151903	CCDC12
23218	NBEAL2
29072	SETD2
64147	KIF9
23276	KLHL18
25930	PTPN23
22937	SCAP
54859	ELP6
6599	SMARCC1
22907	DHX30
4134	MAP4
100421729	VPS26BP1
993	CDC25A
51385	ZNF589
10201	NME6
5364	PLXNB1
79714	CCDC51
51372	TMA7
84126	ATRIP
51246	SHISA5
5210	PFKFB4
1294	COL7A1
7384	UQCRC1
440955	TMEM89
65010	SLC26A6
1951	CELSR3
51517	NCKIPSD
51447	IP6K2
5576	PRKAR2A
100506637	PRKAR2A-AS1
788	SLC25A20
10425	ARIH2
54681	P4HTM
11180	WDR6
55152	DALRD3
25915	NDUFAF3
3615	IMPDH2
54870	QRICH1
5859	QARS1
10869	USP19
3913	LAMB2
64925	CCDC71
200942	KLHDC8B
375341	C3orf62
7375	USP4
2876	GPX1
387	RHOA
6988	TCTA
1605	DAG1
8927	BSN
327	APEH
4485	MST1
63891	RNF123
29925	GMPPB
9807	IP6K1
7318	UBA7
10293	TRAIP
79012	CAMKV
4486	MST1R
84315	MON1A
10180	RBM6
10181	RBM5
6405	SEMA3F
10991	SLC38A3
2771	GNAI2
7869	SEMA3B
132228	LSMEM2
7866	IFRD2
8372	HYAL3
24142	NAA80
3373	HYAL1
8692	HYAL2
11334	TUSC2
11186	RASSF1
10641	NPRL2
11068	CYB561D2
11070	TMEM115
51161	C3orf18
51409	HEMK1
1154	CISH
7867	MAPKAPK3
7873	MANF
29890	RBM15B
9730	DCAF1
23132	RAD54L2
51368	TEX264
9136	RRP9
10039	PARP3
57060	PCBP4
84836	ABHD14B
25864	ABHD14A
95	ACY1
6159	RPL29
1849	DUSP7
25886	POC1A
211	ALAS1
11344	TWF2
101929054	LOC101929054
132160	PPM1M
80335	WDR82
132158	GLYCTK
25981	DNAH1
140921	PPP2R5CP
8314	BAP1
51533	PHF7
56920	SEMA3G
7134	TNNC1
11188	NISCH
23166	STAB1
64943	NT5DC2
440957	SMIM4
55193	PBRM1
26354	GNL3
109616991	SNORD19C
692109	SNORD69
55830	GLT8D1
28972	SPCS1
6787	NEK4
3697	ITIH1
375346	STIMATE
51460	SFMBT1
91869	RFT1
5580	PRKCD
7086	TKT
55802	DCP1A
776	CACNA1D
55349	CHDH
55540	IL17RB
93973	ACTR8
58515	SELENOK
55799	CACNA2D3
7474	WNT5A
285331	CCDC66
23272	TASOR
50650	ARHGEF3
26060	APPL1
201625	DNAH12
201626	PDE12
378	ARF4
106144532	ARF4-AS1
201627	DENND6A
7871	SLMAP
2317	FLNB
57406	ABHD6
109703458	HTD2
11102	RPP14
54899	PXK
5162	PDHB
200845	KCTD6
8309	ACOX2
2272	FHIT
5793	PTPRG
100128936	RPL10AP6
80145	THOC7
6314	ATXN7
100507062	PSMD6-AS2
9861	PSMD6
166336	PRICKLE2
9223	MAGI1
151877	MAGI1-IT1
115286	SLC25A26
26018	LRIG1
8801	SUCLG2
101927111	SUCLG2-AS1
285203	EOGT
7110	TMF1
9039	UBA3
10550	ARL6IP5
23150	FRMD4B
4286	MITF
27086	FOXP1
317649	EIF4E3
201617	LINC00870
23429	RYBP
55164	SHQ1
151987	PPP4R2
55096	EBLN2
23024	PDZRN3
692099	FAM86DP
107986100	LINC02018
100131827	ZNF717
2632	GBE1
389136	VGLL3
25978	CHMP2B
8545	CGGBP1
55279	ZNF654
285237	C3orf38
5627	PROS1
200894	ARL13B
200895	DHFR2
63899	NSUN3
84100	ARL6
131544	CRYBG3
84864	RIOX2
56650	CLDND1
1371	CPOX
10402	ST3GAL6
131566	DCBLD2
84319	CMSS1
11259	FILIP1L
55773	TBC1D23
56954	NIT2
9868	TOMM70
348801	LNP1
84873	ADGRG7
10342	TFG
25890	ABI3BP
57337	SENP7
54931	TRMT10C
57092	PCNP
100131863	RPS18P5
27107	ZBTB11
100009676	ZBTB11-AS1
6152	RPL24
79598	CEP97
91775	NXPE3
64332	NFKBIZ
214	ALCAM
868	CBLB
56987	BBX
961	CD47
55081	IFT57
11148	HHLA2
57650	CIP2A
9666	DZIP3
401081	C3orf85
677779	LINC00488
25945	NECTIN3
257068	PLCXD2
90102	PHLDB2
55347	ABHD10
344805	TMPRSS7
79669	C3orf52
112806053	TBILA
64422	ATG3
55032	SLC35A5
29083	GTPBP8
25871	NEPRO
55779	CFAP44
152185	SPICE1
205717	USF3
80218	NAA50
523	ATP6V1A
54762	GRAMD1C
254887	ZDHHC23
57577	CCDC191
79691	QTRT2
26137	ZBTB20
152404	IGSF11
7348	UPK1B
8702	B4GALT4
55254	TMEM39A
56983	POGLUT1
51300	TIMMDC1
141	ADPRH
51365	PLA1A
10063	COX17
8856	NR1I2
2932	GSK3B
116064	LRRC58
4710	NDUFB4
3081	HGD
285282	RABL3
2960	GTF2E1
10721	POLQ
2804	GOLGB1
9657	IQCB1
55840	EAF2
6565	SLC15A2
286676	ILDR1
131076	MIX23
26355	FAM162A
54554	WDR5B
102723582	WDR5B-DT
3836	KPNA1
83666	PARP9
151636	DTX3L
54625	PARP14
79663	HSPBAP1
84925	SLC49A4
100129550	LINC02035
54437	SEMA5B
10954	PDIA5
26984	SEC22A
111	ADCY5
201562	HACD2
100506826	MYLK-AS1
4638	MYLK
64770	CCDC14
8997	KALRN
7372	UMPS
3693	ITGB5
100419069	ENO1P3
56667	MUC13
57493	HEG1
84561	SLC12A8
7707	ZNF148
100421437	DNAJB6P7
8723	SNX4
114885	OSBPL11
101927056	LINC02614
100125556	FAM86JP
200810	ALG1L
54946	SLC41A3
10840	ALDH1L1
28999	KLF15
79364	ZXDC
166012	CHST13
114112	TXNRD3
84303	CHCHD6
5361	PLXNA1
131601	TPRA1
4171	MCM2
50512	PODXL2
80325	ABTB1
11343	MGLL
29927	SEC61A1
8607	RUVBL1
60678	EEFSEC
2624	GATA2
6184	RPN1
7879	RAB7A
106481113	RN7SL698P
28976	ACAD9
339122	RAB43
57461	ISY1
7555	CNBP
22820	COPG1
56941	HMCES
8971	H1-10
132241	RPL32P3
677797	SNORA7B
90288	EFCAB12
8930	MBD4
55764	IFT122
23129	PLXND1
23023	TMCC1
100507032	TMCC1-DT
644974	ALG1L2
105374104	LINC02021
30849	PIK3R4
27032	ATP2C1
28990	ASTE1
79858	NEK11
339874	NUDT16-DT
152195	NUDT16L2P
131870	NUDT16
11222	MRPL3
131034	CPNE4
729677	RPL7P16
55	ACP3
23317	DNAJC13
84129	ACAD11
100532724	NPHP3-ACAD11
79876	UBA5
27031	NPHP3
55573	CDV3
11073	TOPBP1
7018	TF
58477	SRPRB
51560	RAB6B
6578	SLCO2A1
6259	RYK
51421	AMOTL2
25847	ANAPC13
80254	CEP63
5523	PPP2R3A
55167	MSL2
5096	PCCB
10274	STAG1
106480126	RNU6-1284P
106479915	RNU6-789P
4690	NCK1
53833	IL20RB
100418748	KRT8P36
51163	DBR1
25852	ARMC8
83850	ESYT3
80321	CEP70
