length	gc
ENSG00000101076	7342	0.533778262053936
ENSG00000229005	912	0.528508771929825
ENSG00000233376	403	0.54590570719603
ENSG00000266151	84	0.380952380952381
ENSG00000124120	7056	0.460600907029478
ENSG00000132824	4649	0.428049042804904
ENSG00000168734	2466	0.547039740470397
ENSG00000196839	2809	0.560341758632965
ENSG00000124249	2514	0.618933969769292
ENSG00000101098	5414	0.533247137052087
ENSG00000166913	7907	0.420386998861768
ENSG00000101104	5050	0.531287128712871
ENSG00000025772	1973	0.491637100861632
ENSG00000227477	2065	0.450363196125908
ENSG00000101109	9132	0.416557161629435
ENSG00000124102	551	0.542649727767695
ENSG00000124107	596	0.525167785234899
ENSG00000124145	2613	0.545350172215844
ENSG00000275894	709	0.497884344146685
ENSG00000204070	6000	0.4945
ENSG00000244274	2764	0.598408104196816
ENSG00000124155	19653	0.47132753269221
ENSG00000101457	1866	0.542872454448017
ENSG00000175063	1286	0.534992223950233
ENSG00000124104	4078	0.575282000980873
ENSG00000101473	4354	0.525034451079467
ENSG00000132801	2776	0.523054755043228
ENSG00000168612	2769	0.526905019862766
ENSG00000149634	757	0.5667107001321
ENSG00000124257	1301	0.52651806302844
ENSG00000064601	5856	0.582137978142077
ENSG00000100979	2541	0.542699724517906
ENSG00000285796	8538	0.514757554462403
ENSG00000100982	3164	0.580278128950695
ENSG00000198026	7545	0.545659377070908
ENSG00000124160	3224	0.462158808933002
ENSG00000080189	7708	0.526336274001038
ENSG00000273828	5580	0.458781362007168
ENSG00000062598	6597	0.39699863574352
ENSG00000273893	700	0.46
ENSG00000172315	3185	0.478806907378336
ENSG00000101040	7625	0.463737704918033
ENSG00000267882	2253	0.51930758988016
ENSG00000273451	1006	0.459244532803181
ENSG00000124151	8417	0.429369133895687
ENSG00000196562	6657	0.535526513444494
ENSG00000235621	5891	0.480903072483449
ENSG00000124126	7509	0.518444533226795
ENSG00000124198	9124	0.442240245506357
ENSG00000124207	3800	0.400526315789474
ENSG00000124214	4094	0.484367366878359
ENSG00000124228	5457	0.516584203774968
ENSG00000124201	9340	0.486509635974304
ENSG00000177410	8315	0.471677690920024
ENSG00000209042	89	0.415730337078652
ENSG00000158470	4722	0.479669631512071
ENSG00000197818	6946	0.543190325367118
ENSG00000237788	1653	0.507562008469449
ENSG00000158480	4291	0.501747844325332
ENSG00000124226	4337	0.468987779571132
ENSG00000229222	1288	0.557453416149068
ENSG00000124216	1705	0.5841642228739
ENSG00000244687	4818	0.483603154836032
ENSG00000240849	7931	0.544319757911991
ENSG00000231742	1861	0.53250940354648
ENSG00000277449	2648	0.639350453172205
ENSG00000172216	1839	0.66231647634584
ENSG00000196396	4041	0.494926998267756
ENSG00000201501	102	0.42156862745098
ENSG00000042062	6023	0.494936078366263
ENSG00000234693	964	0.525933609958506
ENSG00000124171	4690	0.39637526652452
ENSG00000124243	7583	0.504154028748516
ENSG00000101126	8482	0.434685215751002
ENSG00000259456	1049	0.437559580552908
ENSG00000000419	1207	0.415907207953604
ENSG00000124217	5112	0.456181533646322
ENSG00000101096	8286	0.461984069514844
ENSG00000054793	8073	0.498575498575499
ENSG00000101115	5773	0.534730642646804
ENSG00000020256	6790	0.462297496318115
ENSG00000271774	724	0.457182320441989
ENSG00000259723	542	0.450184501845018
ENSG00000171940	6181	0.500889823653131
ENSG00000225563	1003	0.436689930209372
ENSG00000064787	8186	0.452235524065478
ENSG00000101132	1743	0.387263339070568
ENSG00000124098	3518	0.464752700397953
ENSG00000087586	2928	0.461748633879781
ENSG00000101138	4793	0.434800751095347
ENSG00000087589	5069	0.472282501479582
ENSG00000022277	4063	0.463204528673394
ENSG00000124103	889	0.500562429696288
ENSG00000280387	1248	0.493589743589744
ENSG00000087510	3001	0.516161279573476
ENSG00000101144	5425	0.536589861751152
ENSG00000101146	5642	0.498404820985466
ENSG00000132819	2697	0.619948090470894
ENSG00000124092	8928	0.440748207885305
ENSG00000124253	6828	0.484475688342121
ENSG00000124225	5732	0.586182833217027
ENSG00000124224	9263	0.458490769729029
ENSG00000124209	9266	0.410856896179581
ENSG00000124164	10478	0.435674747089139
ENSG00000124222	5099	0.468523239850951
ENSG00000254995	3859	0.576574242031614
ENSG00000215440	7454	0.619533136570969
ENSG00000254419	577	0.616984402079723
ENSG00000087460	14145	0.567762460233298
ENSG00000101158	6298	0.482534137821531
ENSG00000101160	2045	0.58679706601467
ENSG00000124172	5081	0.399330840385751
ENSG00000101166	2877	0.477580813347237
ENSG00000124205	3292	0.533110571081409
ENSG00000196074	6465	0.385614849187935
ENSG00000196227	5373	0.406290712823376
ENSG00000132825	3643	0.49711776008784
ENSG00000124215	5752	0.437239221140473
ENSG00000179242	7516	0.58794571580628
ENSG00000130699	9808	0.524061990212072
ENSG00000235018	528	0.496212121212121
ENSG00000283078	1608	0.512437810945274
ENSG00000149657	3377	0.55700325732899
ENSG00000101182	1752	0.492579908675799
ENSG00000184402	5150	0.477669902912621
ENSG00000101181	5209	0.550969475907084
ENSG00000130703	13047	0.533532612861194
ENSG00000130706	2142	0.650326797385621
ENSG00000226332	681	0.600587371512482
ENSG00000130702	14291	0.617731439367434
ENSG00000273619	668	0.657185628742515
ENSG00000171858	1036	0.564671814671815
ENSG00000149679	3785	0.613474240422721
ENSG00000275437	3700	0.590540540540541
ENSG00000130701	2799	0.639514112182922
ENSG00000233017	1442	0.576976421636616
ENSG00000130700	2620	0.645801526717557
ENSG00000167046	1933	0.679772374547336
ENSG00000101187	3991	0.585818090704084
ENSG00000277496	1807	0.577753182069729
ENSG00000276317	614	0.563517915309446
ENSG00000101188	4238	0.642048135913167
ENSG00000223669	739	0.543978349120433
ENSG00000228705	1522	0.591327201051248
ENSG00000101189	2752	0.54578488372093
ENSG00000229873	668	0.652694610778443
ENSG00000060491	4702	0.640153126329222
ENSG00000101190	3605	0.558113730929265
ENSG00000101191	13283	0.510050440412557
ENSG00000273759	677	0.477104874446086
ENSG00000101193	4594	0.48715716151502
ENSG00000101194	5461	0.604101812854789
ENSG00000231977	542	0.638376383763838
ENSG00000149658	3206	0.524017467248908
ENSG00000101197	1550	0.653548387096774
ENSG00000101198	2591	0.597452720957159
ENSG00000275620	7638	0.619010212097408
ENSG00000101199	6610	0.617095310136157
ENSG00000101204	11897	0.638144069933597
ENSG00000101210	4826	0.635101533360962
ENSG00000125534	1053	0.682811016144349
ENSG00000101213	2953	0.648154419234677
ENSG00000130589	12066	0.665009116525775
ENSG00000101216	4767	0.555905181455842
ENSG00000232442	801	0.559300873907616
ENSG00000197457	3029	0.55992076592935
ENSG00000258366	6440	0.625
ENSG00000026036	9093	0.638953040800616
ENSG00000101246	7627	0.629212009964599
ENSG00000197114	3331	0.645752026418493
ENSG00000203896	2550	0.686666666666667
ENSG00000125520	2874	0.666318719554628
ENSG00000130584	7086	0.599350832627717
ENSG00000268858	3082	0.63335496430889
ENSG00000101150	4694	0.557520238602471
ENSG00000101152	5343	0.579262586561857
ENSG00000199805	165	0.545454545454545
ENSG00000198276	3185	0.614128728414443
ENSG00000207554	96	0.666666666666667
ENSG00000280213	3602	0.6188228761799
ENSG00000196700	5982	0.645937813440321
ENSG00000130590	2450	0.64734693877551
ENSG00000101161	3047	0.570397111913357
ENSG00000196421	5480	0.632116788321168
ENSG00000171703	4788	0.631370091896408
ENSG00000171700	2028	0.649408284023669
ENSG00000125510	3640	0.611538461538462
ENSG00000203880	5993	0.439679626230602
ENSG00000277117	3357	0.59964253798034
ENSG00000280071	3094	0.593083387201034
ENSG00000280433	5411	0.441877656625393
ENSG00000275993	4848	0.568275577557756
ENSG00000280145	7492	0.42098238120662
ENSG00000275708	180	0.838888888888889
ENSG00000278233	153	0.57516339869281
ENSG00000278189	153	0.57516339869281
ENSG00000278932	1901	0.47290899526565
ENSG00000215559	4842	0.380834365964478
ENSG00000155304	4153	0.399951842041897
ENSG00000235609	5929	0.346264125484905
ENSG00000180530	8497	0.430857949864658
ENSG00000155313	7823	0.381567173718522
ENSG00000226580	146	0.397260273972603
ENSG00000154639	6021	0.359076565354592
ENSG00000199962	109	0.394495412844037
ENSG00000154640	2304	0.456597222222222
ENSG00000280594	2578	0.582622187742436
ENSG00000154642	6228	0.374919717405267
ENSG00000198618	498	0.48995983935743
ENSG00000234883	1603	0.378665003119152
ENSG00000154719	1199	0.402001668056714
ENSG00000154723	2043	0.388644150758688
ENSG00000154727	5429	0.374654632529011
ENSG00000142192	6316	0.444901836605446
ENSG00000232079	4062	0.425898572131955
ENSG00000156239	4865	0.389928057553957
ENSG00000198862	8876	0.388350608382154
ENSG00000156253	3377	0.462244595795084
ENSG00000273254	636	0.534591194968553
ENSG00000156256	5694	0.383386020372322
ENSG00000156261	3341	0.371744986530979
ENSG00000231125	794	0.435768261964736
ENSG00000156265	4344	0.448204419889503
ENSG00000156273	7666	0.39929559092095
ENSG00000248476	821	0.425091352009744
ENSG00000228817	1291	0.433772269558482
ENSG00000156299	9216	0.513997395833333
ENSG00000234509	2233	0.458128078817734
ENSG00000142168	1975	0.54379746835443
ENSG00000156304	5977	0.437175840722771
ENSG00000142149	8589	0.518453836302247
ENSG00000159055	1694	0.511216056670602
ENSG00000232623	582	0.489690721649485
ENSG00000142207	11447	0.459771119070499
ENSG00000200792	136	0.558823529411765
ENSG00000256073	831	0.54632972322503
ENSG00000265590	19326	0.464969471178723
ENSG00000159079	5403	0.492689246714788
ENSG00000159082	8062	0.411188290746713
ENSG00000238197	10289	0.415589464476626
ENSG00000159086	7146	0.406661069129583
ENSG00000205930	12896	0.423774813895782
ENSG00000159110	4614	0.482661465106199
ENSG00000243646	4526	0.439239946973045
ENSG00000142166	6879	0.431603430731211
ENSG00000159128	2443	0.507163323782235
ENSG00000142188	4458	0.442799461641992
ENSG00000177692	2480	0.408467741935484
ENSG00000159131	7751	0.425235453489872
ENSG00000159140	12752	0.444636135508156
ENSG00000159147	3511	0.371973796639134
ENSG00000205758	6177	0.417354702930225
ENSG00000205726	21748	0.464686407945558
ENSG00000241837	3170	0.426813880126183
ENSG00000237945	14336	0.472935267857143
ENSG00000243927	4273	0.424058038848584
ENSG00000198743	11566	0.383105654504582
ENSG00000227456	3280	0.440853658536585
ENSG00000159200	6964	0.443423319931074
ENSG00000159216	15574	0.429369461923719
ENSG00000185917	7288	0.492864983534577
ENSG00000159228	2450	0.519183673469388
ENSG00000236830	8897	0.491064403731595
ENSG00000142197	9030	0.508194905869324
ENSG00000159256	6408	0.383426966292135
ENSG00000159259	5104	0.483150470219436
ENSG00000224269	339	0.769911504424779
ENSG00000159263	7670	0.55593220338983
ENSG00000159267	10519	0.448331590455366
ENSG00000224790	4412	0.496146872166818
ENSG00000185808	7923	0.425975009466111
ENSG00000182670	15883	0.398728199962224
ENSG00000270116	530	0.360377358490566
ENSG00000230366	1901	0.572330352446081
ENSG00000242553	520	0.461538461538462
ENSG00000157538	9301	0.445328459305451
ENSG00000272948	714	0.572829131652661
ENSG00000273210	456	0.471491228070175
ENSG00000157540	26763	0.424018234129208
ENSG00000157557	4977	0.511954992967651
ENSG00000205622	10785	0.411590171534539
ENSG00000183527	2152	0.467007434944238
ENSG00000185658	19794	0.439830251591391
ENSG00000237373	489	0.445807770961145
ENSG00000229623	635	0.469291338582677
ENSG00000255568	1028	0.592412451361868
ENSG00000205581	5042	0.419079730265768
ENSG00000182093	8639	0.461280240768608
ENSG00000183778	14319	0.488791116698093
ENSG00000183844	3828	0.484326018808777
ENSG00000183486	12994	0.489456672310297
ENSG00000184012	4818	0.485678704856787
ENSG00000236384	2114	0.508987701040681
ENSG00000183421	4016	0.535856573705179
ENSG00000141956	12998	0.524003692875827
ENSG00000227698	447	0.521252796420582
ENSG00000157617	8730	0.513287514318442
ENSG00000173276	8062	0.458322996774994
ENSG00000237232	7224	0.575304540420819
ENSG00000177398	7278	0.5612805715856
ENSG00000160179	6121	0.552197353373632
ENSG00000160180	1168	0.531678082191781
ENSG00000160181	699	0.549356223175966
ENSG00000160182	492	0.589430894308943
ENSG00000160183	4908	0.493276283618582
ENSG00000160188	2880	0.410416666666667
ENSG00000160190	6854	0.54099795739714
ENSG00000225431	1775	0.498591549295775
ENSG00000160191	5281	0.529634538913085
ENSG00000225218	285	0.557894736842105
ENSG00000160193	2738	0.529218407596786
ENSG00000160194	6342	0.493219804478083
ENSG00000264580	87	0.344827586206897
ENSG00000160199	7621	0.444954730350348
ENSG00000160200	6786	0.601237842617153
ENSG00000160201	11095	0.431275349256422
ENSG00000142178	5210	0.542802303262956
ENSG00000160208	5750	0.504521739130435
ENSG00000160209	11912	0.57563801208865
ENSG00000160213	3820	0.536387434554974
ENSG00000160214	4251	0.571394965890379
ENSG00000160216	12315	0.550954120990662
ENSG00000288593	453	0.653421633554084
ENSG00000160218	11951	0.482470086185256
ENSG00000241945	6839	0.581956426378125
ENSG00000160221	7947	0.574304769095256
ENSG00000160223	9341	0.580451771758912
ENSG00000141959	8926	0.646426170737172
ENSG00000160226	6063	0.591126505030513
ENSG00000184441	4354	0.615755627009646
ENSG00000142185	6705	0.619985085756898
ENSG00000160233	5845	0.600513259195894
ENSG00000175894	4462	0.5333930972658
ENSG00000235890	2355	0.599575371549894
ENSG00000182912	3026	0.576999339061467
ENSG00000184787	7195	0.457817929117443
ENSG00000236519	1031	0.453928225024248
ENSG00000184900	2732	0.659224011713031
ENSG00000183255	3537	0.577890867967204
ENSG00000160255	6869	0.53253748726161
ENSG00000227039	2438	0.571369975389664
ENSG00000183250	4946	0.555398301657905
ENSG00000160256	1400	0.65
ENSG00000276529	443	0.557562076749436
ENSG00000235374	2636	0.591805766312595
ENSG00000197381	10049	0.519056622549507
ENSG00000186866	5862	0.544524053224156
ENSG00000223768	7619	0.545740910880693
ENSG00000273796	561	0.597147950089127
ENSG00000182871	8464	0.668241965973535
ENSG00000173638	11235	0.572496662216288
ENSG00000233922	7121	0.520572953236905
ENSG00000142156	5311	0.641122199209188
ENSG00000142173	5334	0.658042744656918
ENSG00000160282	3323	0.597050857658742
ENSG00000160285	7238	0.517408123791103
ENSG00000215424	10023	0.468422627955702
ENSG00000160294	9570	0.463113897596656
ENSG00000228137	390	0.479487179487179
ENSG00000239415	2277	0.445761967501098
ENSG00000182362	1802	0.549389567147614
ENSG00000160298	5315	0.504233301975541
ENSG00000160299	11641	0.560948372132978
ENSG00000160305	13758	0.513519406890536
ENSG00000223692	428	0.385514018691589
ENSG00000202239	105	0.39047619047619
ENSG00000160310	7603	0.497172168880705
ENSG00000206195	10114	0.395194779513546
ENSG00000227367	1288	0.40916149068323
ENSG00000237438	4453	0.527509544127554
ENSG00000273203	2855	0.416112084063047
ENSG00000273442	756	0.416666666666667
ENSG00000177663	9036	0.544267374944666
ENSG00000183307	5071	0.60402287517255
ENSG00000069998	4936	0.52370340356564
ENSG00000185837	631	0.61648177496038
ENSG00000093072	8704	0.486672794117647
ENSG00000241832	1915	0.511749347258486
ENSG00000099954	10759	0.506459708151315
ENSG00000236754	1960	0.546938775510204
ENSG00000131100	3143	0.464206172446707
ENSG00000099968	7662	0.450796136778909
ENSG00000015475	4420	0.571493212669683
ENSG00000264757	80	0.5625
ENSG00000243156	22444	0.49420780609517
ENSG00000093100	4328	0.549445471349353
ENSG00000234913	2493	0.468511833132772
ENSG00000225335	2235	0.511409395973154
ENSG00000215193	20045	0.481366924420055
ENSG00000183785	3642	0.552992861065349
ENSG00000184979	1858	0.497847147470398
ENSG00000278558	2067	0.671504596032898
ENSG00000274602	4812	0.575436408977556
ENSG00000100033	8776	0.598906107566089
ENSG00000273032	12964	0.515350200555384
ENSG00000270393	874	0.592677345537757
ENSG00000241527	905	0.606629834254144
ENSG00000070413	5605	0.529705619982159
ENSG00000273311	2214	0.490063233965673
ENSG00000281530	803	0.488169364881694
ENSG00000100056	6003	0.52423788105947
ENSG00000260924	1445	0.631141868512111
ENSG00000100075	1999	0.677338669334667
ENSG00000070371	10052	0.451352964584162
ENSG00000100084	4299	0.458246103745057
ENSG00000242259	6943	0.493590666858707
ENSG00000185608	1965	0.583715012722646
ENSG00000185065	2097	0.498807820696233
ENSG00000070010	8722	0.431781701444623
ENSG00000273300	427	0.489461358313817
ENSG00000273212	460	0.528260869565217
ENSG00000093009	2978	0.537273337810611
ENSG00000184058	3580	0.66731843575419
ENSG00000185838	6989	0.557876663328087
ENSG00000235776	801	0.52059925093633
ENSG00000215012	6803	0.569013670439512
ENSG00000184470	8201	0.519692720399951
ENSG00000093010	5069	0.596172815150917
ENSG00000099889	5636	0.54222853087296
ENSG00000183597	7395	0.588505747126437
ENSG00000128191	7315	0.560355434039645
ENSG00000243762	526	0.538022813688213
ENSG00000099899	3954	0.6350531107739
ENSG00000099901	4620	0.569047619047619
ENSG00000099904	5545	0.656266907123535
ENSG00000040608	3126	0.607165706973768
ENSG00000128185	1192	0.598154362416107
ENSG00000273343	631	0.45324881141046
ENSG00000273139	465	0.561290322580645
ENSG00000185252	6251	0.555751079827228
ENSG00000244486	3572	0.69036954087346
ENSG00000099910	4607	0.514434556110267
ENSG00000255156	109	0.44954128440367
ENSG00000242876	279	0.526881720430108
ENSG00000236670	1291	0.546862896979086
ENSG00000099917	10374	0.59350298823983
ENSG00000226287	2707	0.592907277428888
ENSG00000241973	11407	0.450162181116858
ENSG00000099937	2319	0.498921949115998
ENSG00000099940	4925	0.469035532994924
ENSG00000099942	5342	0.492324971920629
ENSG00000237476	684	0.633040935672515
ENSG00000183773	5401	0.619144602851324
ENSG00000099949	8673	0.584457511818287
ENSG00000184436	2879	0.624175060784995
ENSG00000230513	3063	0.569702905648057
ENSG00000099960	2450	0.623265306122449
ENSG00000169635	7252	0.598179812465527
ENSG00000206140	4299	0.560130262851826
ENSG00000183506	7474	0.54963874765855
ENSG00000185651	3838	0.552371026576342
ENSG00000161179	1754	0.673318129988598
ENSG00000128228	1059	0.64494806421152
ENSG00000207751	1093	0.539798719121683
ENSG00000284630	471	0.619957537154989
ENSG00000272954	430	0.47906976744186
ENSG00000100023	7669	0.529925674794628
ENSG00000100027	4681	0.496047853022858
ENSG00000286127	1138	0.508787346221441
ENSG00000100030	6179	0.451043858229487
ENSG00000100034	10089	0.537615224501933
ENSG00000224086	37876	0.554546414616116
ENSG00000100038	6638	0.523501054534498
ENSG00000274422	3293	0.286972365624051
ENSG00000286129	2895	0.494645941278066
ENSG00000272779	1121	0.444246208742195
ENSG00000275004	5311	0.444737337601205
ENSG00000100218	2333	0.534504929275611
ENSG00000128266	3677	0.569485994016862
ENSG00000100228	4107	0.566837107377648
ENSG00000186716	12234	0.591221186856302
ENSG00000236794	255	0.643137254901961
ENSG00000230701	2239	0.586869138008039
ENSG00000215478	1560	0.515384615384615
ENSG00000133519	3269	0.64515142245335
ENSG00000234928	1083	0.606648199445983
ENSG00000227755	795	0.60503144654088
ENSG00000272733	1081	0.562442183163737
ENSG00000189269	1302	0.506144393241167
ENSG00000211683	1087	0.537258509659614
ENSG00000228315	7764	0.501803194229778
ENSG00000234353	906	0.58719646799117
ENSG00000244723	637	0.56828885400314
ENSG00000272578	7012	0.541928123217342
ENSG00000187792	6940	0.495821325648415
ENSG00000250479	889	0.670416197975253
ENSG00000099953	5149	0.611963488055933
ENSG00000099956	16526	0.553915042962604
ENSG00000099958	3796	0.624604847207587
ENSG00000133460	8890	0.529021372328459
ENSG00000240972	730	0.69041095890411
ENSG00000218537	1476	0.534552845528455
ENSG00000133433	1108	0.55956678700361
ENSG00000099974	1582	0.509481668773704
ENSG00000272787	663	0.526395173453997
ENSG00000099991	9388	0.592458457605454
ENSG00000232545	558	0.548387096774194
ENSG00000099994	5047	0.635625123835942
ENSG00000100014	7461	0.515748559174373
ENSG00000128271	4190	0.618615751789976
ENSG00000178803	4031	0.488960555693376
ENSG00000100024	6793	0.5276019431768
ENSG00000228923	480	0.475
ENSG00000138867	4529	0.560388606756458
ENSG00000100028	3914	0.451456310679612
ENSG00000286070	3147	0.594534477279949
ENSG00000178026	3422	0.626241963763881
ENSG00000100031	4375	0.6128
ENSG00000215481	1745	0.5810888252149
ENSG00000167037	8607	0.534681073544789
ENSG00000197077	16439	0.52296368392238
ENSG00000279110	13120	0.492606707317073
ENSG00000100053	855	0.617543859649123
ENSG00000231466	780	0.417948717948718
ENSG00000100068	4687	0.520588862812033
ENSG00000100058	6435	0.464335664335664
ENSG00000272977	3754	0.470697922216303
ENSG00000100077	9477	0.43463121240899
ENSG00000100099	11380	0.443057996485062
ENSG00000100104	4319	0.47765686501505
ENSG00000100109	5436	0.457505518763797
ENSG00000261188	2032	0.427165354330709
ENSG00000128294	6913	0.466223058006654
ENSG00000223704	9935	0.430196275792652
ENSG00000169184	7951	0.567098478178845
ENSG00000180957	5129	0.464612984987327
ENSG00000235954	14199	0.502288893584055
ENSG00000100154	12645	0.420561486753658
ENSG00000183765	4493	0.452481638103717
ENSG00000100209	1454	0.509628610729023
ENSG00000159873	4326	0.437817845584836
ENSG00000100219	3028	0.496367239101717
ENSG00000226471	1470	0.481632653061224
ENSG00000272858	749	0.455273698264352
ENSG00000183579	6989	0.533123479753899
ENSG00000183762	8020	0.5571072319202
ENSG00000186998	4854	0.612690564482901
ENSG00000100263	2997	0.596596596596597
ENSG00000182944	10326	0.432694170056169
ENSG00000185340	4481	0.665030127203749
ENSG00000100280	6721	0.477309924118435
ENSG00000100296	7878	0.500761614623001
ENSG00000184117	2983	0.537713711029165
ENSG00000186575	7392	0.549648268398268
ENSG00000100319	3200	0.5146875
ENSG00000184076	975	0.485128205128205
ENSG00000100325	5415	0.510803324099723
ENSG00000100330	9891	0.498432918815084
ENSG00000128342	3871	0.598295014208215
ENSG00000099992	6948	0.532527345998849
ENSG00000099995	6301	0.480558641485478
ENSG00000187860	6586	0.604160340115396
ENSG00000099999	10643	0.475335901531523
ENSG00000100003	5887	0.544759639884491
ENSG00000272689	331	0.359516616314199
ENSG00000214491	3392	0.507665094339623
ENSG00000128242	3095	0.57124394184168
ENSG00000100029	4527	0.491716368455931
ENSG00000185339	2950	0.563389830508475
ENSG00000100036	5402	0.580710847834136
ENSG00000167065	4450	0.47123595505618
ENSG00000250318	612	0.549019607843137
ENSG00000184792	6632	0.56559107358263
ENSG00000237977	563	0.474245115452931
ENSG00000235989	2724	0.503303964757709
ENSG00000133422	10817	0.428954423592493
ENSG00000253352	10151	0.420254162151512
ENSG00000278920	16698	0.474008863336927
ENSG00000183963	10242	0.595586799453232
ENSG00000185133	4823	0.618494712834335
ENSG00000138942	3448	0.492749419953596
ENSG00000182541	6170	0.53128038897893
ENSG00000100100	3804	0.55546792849632
ENSG00000228839	622	0.471061093247588
ENSG00000100105	5807	0.55536421560186
ENSG00000213888	1943	0.59444158517756
ENSG00000185721	2198	0.467697907188353
ENSG00000184708	6102	0.473615208128482
ENSG00000240591	2258	0.413197519929141
ENSG00000198089	12176	0.539668199737188
ENSG00000214093	457	0.50328227571116
ENSG00000241878	5002	0.477009196321471
ENSG00000183530	11809	0.472097552714032
ENSG00000100150	17927	0.47146761867574
ENSG00000128254	7120	0.517696629213483
ENSG00000128245	2392	0.520903010033445
ENSG00000100170	5081	0.46408187364692
ENSG00000242082	6806	0.509403467528651
ENSG00000205853	6902	0.460156476383657
ENSG00000100220	2941	0.420605236314179
ENSG00000100225	8521	0.409106912334233
ENSG00000100234	4597	0.486621709810746
ENSG00000133424	13465	0.504641663572224
ENSG00000175329	3384	0.527186761229314
ENSG00000100281	6006	0.426906426906427
ENSG00000100284	5869	0.597546430397001
ENSG00000266320	119	0.596638655462185
ENSG00000100292	2299	0.585471944323619
ENSG00000100297	7268	0.550632911392405
ENSG00000221963	10065	0.402881271733731
ENSG00000100320	10413	0.439930855661193
ENSG00000237406	1135	0.470484581497797
ENSG00000100336	4377	0.483893077450308
ENSG00000128335	3417	0.528826455955517
ENSG00000100342	3458	0.521978021978022
ENSG00000100345	8909	0.538893254012796
ENSG00000100348	1650	0.527878787878788
ENSG00000100350	5577	0.559081943697328
ENSG00000100353	3813	0.483608707054813
ENSG00000100360	8009	0.508677737545262
ENSG00000128311	1877	0.580181140117208
ENSG00000128309	6760	0.548816568047337
ENSG00000287236	1158	0.496545768566494
ENSG00000100379	2786	0.639267767408471
ENSG00000187045	4232	0.551984877126654
ENSG00000133466	7144	0.546332586786114
ENSG00000278195	4677	0.571520205259782
ENSG00000243902	2118	0.621813031161473
ENSG00000237862	2128	0.50140977443609
ENSG00000166897	8791	0.583210101239904
ENSG00000100060	3034	0.588002636783125
ENSG00000100065	5754	0.571080987139381
ENSG00000128283	2540	0.634251968503937
ENSG00000100079	833	0.48859543817527
ENSG00000100083	9119	0.586577475600395
ENSG00000100092	4890	0.630879345603272
ENSG00000241360	2205	0.640816326530612
ENSG00000100097	1067	0.607310215557638
ENSG00000273899	3587	0.579035405631447
ENSG00000100106	12189	0.596603494954467
ENSG00000189060	2344	0.531996587030717
ENSG00000100116	2102	0.61465271170314
ENSG00000100124	4390	0.517767653758542
ENSG00000100129	4296	0.509543761638734
ENSG00000279738	19416	0.479449938195303
ENSG00000100139	5968	0.61578418230563
ENSG00000278948	1849	0.522444564629529
ENSG00000100142	7008	0.55222602739726
ENSG00000100151	4371	0.592312971859986
ENSG00000128298	2149	0.603536528617962
ENSG00000272720	1433	0.481507327285415
ENSG00000184381	8150	0.541226993865031
ENSG00000279080	20397	0.498161494337403
ENSG00000185022	5611	0.60149705934771
ENSG00000198792	7056	0.538973922902494
ENSG00000213923	7098	0.569315300084531
ENSG00000283900	1770	0.41864406779661
ENSG00000244627	3851	0.460659568943132
ENSG00000100196	1913	0.447464715107162
ENSG00000100201	9997	0.461738521556467
ENSG00000184949	10778	0.472629430321024
ENSG00000100211	2348	0.496592844974446
ENSG00000228274	4445	0.480539932508436
ENSG00000100216	2182	0.483043079743355
ENSG00000100221	4326	0.523116042533518
ENSG00000100226	8021	0.573868594938287
ENSG00000244491	461	0.585683297180043
ENSG00000100242	6489	0.514408999845893
ENSG00000230149	527	0.574952561669829
ENSG00000225450	500	0.582
ENSG00000272669	491	0.568228105906314
ENSG00000273076	416	0.367788461538462
ENSG00000100246	2430	0.519341563786008
ENSG00000221890	5830	0.57598627787307
ENSG00000183741	7993	0.579381959214313
ENSG00000235209	678	0.454277286135693
ENSG00000179750	1896	0.516877637130802
ENSG00000244509	2644	0.495839636913767
ENSG00000128394	5215	0.513710450623202
ENSG00000100307	7467	0.56046605062274
ENSG00000100311	3992	0.620490981963928
ENSG00000284633	4521	0.533731475337315
ENSG00000100316	4710	0.540764331210191
ENSG00000209482	95	0.547368421052632
ENSG00000100321	6940	0.59985590778098
ENSG00000100324	4419	0.593120615523874
ENSG00000128268	5789	0.617550526861289
ENSG00000100335	7555	0.506419589675711
ENSG00000128272	2911	0.591549295774648
ENSG00000187051	3669	0.545380212591987
ENSG00000226085	820	0.539024390243902
ENSG00000133477	16389	0.518274452376594
ENSG00000100354	19998	0.448794879487949
ENSG00000239900	11185	0.452838623156013
ENSG00000100359	4770	0.617190775681342
ENSG00000196588	7665	0.466405740378343
ENSG00000230071	1304	0.466257668711656
ENSG00000100372	3989	0.460265730759589
ENSG00000230769	491	0.446028513238289
ENSG00000266594	76	0.368421052631579
ENSG00000100380	3764	0.402231668437832
ENSG00000196236	9574	0.435241278462503
ENSG00000100387	3092	0.447606727037516
ENSG00000100393	11692	0.473058501539514
ENSG00000252859	100	0.33
ENSG00000100395	6374	0.548321305302793
ENSG00000100401	6116	0.564257684761282
ENSG00000100403	10522	0.573370081733511
ENSG00000167074	4702	0.572096980008507
ENSG00000273424	442	0.5
ENSG00000183864	4341	0.54227136604469
ENSG00000100410	1202	0.517470881863561
ENSG00000100412	4049	0.557668560138306
ENSG00000100413	6599	0.554932565540233
ENSG00000172346	3003	0.639360639360639
ENSG00000100417	5057	0.542811943840221
