source	target	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	score
HSPA1B	HSPE1	9606.ENSP00000364801	9606.ENSP00000233893	0.068	0	0	0	0.184	0.213	0	0.344	0.555
HSPA1B	HSPA4L	9606.ENSP00000364801	9606.ENSP00000296464	0	0	0.43	0.776	0.208	0.348	0.6	0.436	0.814
HSPA1B	KLF6	9606.ENSP00000364801	9606.ENSP00000419923	0	0	0	0	0.122	0.057	0	0.342	0.407
HSPA4L	HSPE1	9606.ENSP00000296464	9606.ENSP00000233893	0.068	0	0	0	0.183	0.414	0	0.518	0.756
ID1	JAG1	9606.ENSP00000365280	9606.ENSP00000254958	0	0	0	0	0.076	0.213	0	0.345	0.482
ID1	THBS1	9606.ENSP00000365280	9606.ENSP00000260356	0	0	0	0	0.072	0	0.8	0.498	0.898
ID1	SMAD7	9606.ENSP00000365280	9606.ENSP00000262158	0	0	0	0	0.062	0.101	0	0.556	0.592
ID1	NRARP	9606.ENSP00000365280	9606.ENSP00000349041	0	0	0	0	0.078	0	0	0.414	0.436
ID1	MYC	9606.ENSP00000365280	9606.ENSP00000479618	0	0	0	0	0.066	0	0	0.5	0.513
ID1	TXNIP	9606.ENSP00000365280	9606.ENSP00000462521	0	0	0	0	0	0	0	0.579	0.579
ID1	TCF4	9606.ENSP00000365280	9606.ENSP00000381382	0	0	0	0	0.062	0.97	0	0.737	0.992
ID2	TBX3	9606.ENSP00000234091	9606.ENSP00000257566	0	0	0	0	0	0	0	0.404	0.404
ID2	JAG1	9606.ENSP00000234091	9606.ENSP00000254958	0	0	0	0	0	0.213	0	0.292	0.419
ID2	SOX9	9606.ENSP00000234091	9606.ENSP00000245479	0	0	0	0	0	0	0	0.436	0.436
ID2	SKIL	9606.ENSP00000234091	9606.ENSP00000415243	0	0	0	0	0	0	0	0.456	0.456
ID2	MYC	9606.ENSP00000234091	9606.ENSP00000479618	0	0	0	0	0	0	0	0.49	0.49
ID2	SMAD7	9606.ENSP00000234091	9606.ENSP00000262158	0	0	0	0	0.077	0.101	0	0.437	0.492
ID2	NAB2	9606.ENSP00000234091	9606.ENSP00000300131	0	0	0	0	0	0	0.9	0.216	0.918
ID2	TCF4	9606.ENSP00000234091	9606.ENSP00000381382	0	0	0	0	0.062	0.956	0	0.754	0.989
IER2	IER3	9606.ENSP00000465617	9606.ENSP00000259874	0	0	0	0	0.093	0	0	0.469	0.498
IER2	JUNB	9606.ENSP00000465617	9606.ENSP00000303315	0	0	0	0	0.719	0	0	0.348	0.809
IER2	NR4A1	9606.ENSP00000465617	9606.ENSP00000440864	0	0	0	0	0.182	0	0	0.52	0.59
IER2	ZFP36	9606.ENSP00000465617	9606.ENSP00000469647	0	0	0	0	0.264	0	0	0.306	0.468
IER3	ZFP36	9606.ENSP00000259874	9606.ENSP00000469647	0	0	0	0	0.086	0	0	0.474	0.498
IER3	PHLDA1	9606.ENSP00000259874	9606.ENSP00000266671	0	0	0	0	0.1	0	0	0.475	0.507
IER5L	RBBP8NL	9606.ENSP00000361569	9606.ENSP00000252998	0	0	0	0	0	0	0	0.465	0.465
IL11	LIF	9606.ENSP00000264563	9606.ENSP00000249075	0	0	0	0	0.076	0	0	0.763	0.771
IL11	TNFRSF11B	9606.ENSP00000264563	9606.ENSP00000297350	0	0	0	0	0.058	0	0	0.601	0.608
IL11	S100P	9606.ENSP00000264563	9606.ENSP00000296370	0	0	0	0	0	0.417	0	0.705	0.821
IL12A	LIF	9606.ENSP00000303231	9606.ENSP00000249075	0	0	0	0	0.062	0	0.9	0	0.902
INHBE	LRP8	9606.ENSP00000266646	9606.ENSP00000303634	0	0	0	0	0	0	0	0.573	0.573
IQCJ-SCHIP1	ZNF101	9606.ENSP00000420182	9606.ENSP00000468049	0	0	0	0	0	0	0	0.424	0.424
ITGB8	THBS1	9606.ENSP00000222573	9606.ENSP00000260356	0	0	0	0	0	0	0.6	0.305	0.71
JAG1	LFNG	9606.ENSP00000254958	9606.ENSP00000222725	0	0	0	0	0	0.402	0	0.704	0.815
JAG1	SOX9	9606.ENSP00000254958	9606.ENSP00000245479	0	0	0	0	0.088	0.062	0	0.594	0.623
JAG1	LGALS3	9606.ENSP00000254958	9606.ENSP00000254301	0	0	0	0	0.062	0	0	0.474	0.485
JAG1	TGFBR2	9606.ENSP00000254958	9606.ENSP00000351905	0	0	0	0	0.08	0.08	0	0.36	0.411
JAG1	MECOM	9606.ENSP00000254958	9606.ENSP00000264674	0	0	0	0	0	0.158	0	0.371	0.448
JAG1	PAX6	9606.ENSP00000254958	9606.ENSP00000404100	0	0	0	0	0.062	0.102	0	0.411	0.46
JAG1	MYC	9606.ENSP00000254958	9606.ENSP00000479618	0	0	0	0	0	0.097	0	0.561	0.586
JAG1	THBS1	9606.ENSP00000254958	9606.ENSP00000260356	0	0	0	0	0.09	0.244	0	0.472	0.605
JAG1	NRARP	9606.ENSP00000254958	9606.ENSP00000349041	0	0	0	0	0.06	0.108	0	0.57	0.608
JAG1	SHH	9606.ENSP00000254958	9606.ENSP00000297261	0	0	0	0	0.055	0.063	0	0.632	0.646
JUNB	NR4A3	9606.ENSP00000303315	9606.ENSP00000482027	0	0	0	0	0.107	0.105	0	0.377	0.459
JUNB	MAFK	9606.ENSP00000303315	9606.ENSP00000344903	0	0	0	0	0.158	0.131	0	0.33	0.467
JUNB	MAFF	9606.ENSP00000303315	9606.ENSP00000345393	0	0	0	0	0.189	0.131	0	0.335	0.49
JUNB	NR4A2	9606.ENSP00000303315	9606.ENSP00000344479	0	0	0	0	0.212	0.145	0	0.414	0.571
JUNB	TRIB1	9606.ENSP00000303315	9606.ENSP00000312150	0	0	0	0	0.147	0.474	0	0.123	0.572
JUNB	NR4A1	9606.ENSP00000303315	9606.ENSP00000440864	0	0	0	0	0.315	0.105	0	0.415	0.61
JUNB	ZFP36	9606.ENSP00000303315	9606.ENSP00000469647	0	0	0	0	0.785	0	0	0.171	0.814
JUNB	MYC	9606.ENSP00000303315	9606.ENSP00000479618	0	0	0	0	0.087	0	0.9	0.392	0.939
KDM4D	SUV39H1	9606.ENSP00000334181	9606.ENSP00000337976	0	0	0	0	0.085	0.071	0	0.587	0.618
KIF3C	KIFC1	9606.ENSP00000264712	9606.ENSP00000393963	0	0	0	0.668	0.063	0	0.5	0.557	0.598
KLF10	SMAD7	9606.ENSP00000285407	9606.ENSP00000262158	0	0	0	0	0.062	0.066	0	0.504	0.527
KLF10	MYC	9606.ENSP00000285407	9606.ENSP00000479618	0	0	0	0	0.07	0.123	0	0.324	0.401
KLF10	TXNIP	9606.ENSP00000285407	9606.ENSP00000462521	0	0	0	0	0.062	0.057	0	0.381	0.404
KLF10	NR4A1	9606.ENSP00000285407	9606.ENSP00000440864	0	0	0	0	0.062	0.061	0	0.39	0.415
KLF10	NR4A2	9606.ENSP00000285407	9606.ENSP00000344479	0	0	0	0	0.062	0.061	0	0.421	0.445
KLF5	SOX9	9606.ENSP00000366915	9606.ENSP00000245479	0	0	0	0	0	0.101	0	0.401	0.438
KLF5	TBX3	9606.ENSP00000366915	9606.ENSP00000257566	0	0	0	0	0.088	0.058	0	0.59	0.617
KLF5	MYC	9606.ENSP00000366915	9606.ENSP00000479618	0	0	0	0	0.076	0.058	0	0.622	0.642
KLF6	PMAIP1	9606.ENSP00000419923	9606.ENSP00000326119	0	0	0	0	0.053	0.058	0	0.526	0.54
KLF6	ZFP36	9606.ENSP00000419923	9606.ENSP00000469647	0	0	0	0	0.322	0.077	0	0.177	0.44
KLF6	MYC	9606.ENSP00000419923	9606.ENSP00000479618	0	0	0	0	0.102	0.058	0	0.402	0.45
KLHDC7A	PLCXD2	9606.ENSP00000383505	9606.ENSP00000420686	0	0	0	0	0	0	0	0.404	0.404
LFNG	NRARP	9606.ENSP00000222725	9606.ENSP00000349041	0	0	0	0	0.063	0	0	0.612	0.621
LGALS3	TNFRSF10A	9606.ENSP00000254301	9606.ENSP00000221132	0	0	0	0	0	0	0	0.408	0.408
LGALS3	RUNX1	9606.ENSP00000254301	9606.ENSP00000300305	0	0	0	0	0.074	0	0.9	0	0.903
LHX6	SHH	9606.ENSP00000377854	9606.ENSP00000297261	0	0	0	0	0	0	0	0.565	0.565
LHX6	SP8	9606.ENSP00000377854	9606.ENSP00000408792	0	0	0	0	0	0.058	0	0.517	0.525
LHX6	PAX6	9606.ENSP00000377854	9606.ENSP00000404100	0	0	0	0	0.065	0.105	0	0.568	0.607
LIF	SALL4	9606.ENSP00000249075	9606.ENSP00000217086	0	0	0	0	0	0	0	0.415	0.415
LIF	SHH	9606.ENSP00000249075	9606.ENSP00000297261	0	0	0	0	0.062	0	0	0.472	0.483
LIF	PAX6	9606.ENSP00000249075	9606.ENSP00000404100	0	0	0	0	0	0	0	0.497	0.497
LIF	TBX3	9606.ENSP00000249075	9606.ENSP00000257566	0	0	0	0	0.069	0	0	0.519	0.533
LIF	MYC	9606.ENSP00000249075	9606.ENSP00000479618	0	0	0	0	0.077	0	0	0.605	0.62
LOH12CR1	MYC	9606.ENSP00000321546	9606.ENSP00000479618	0	0	0	0	0	0	0	0.444	0.444
LOH12CR1	MEF2BNB	9606.ENSP00000321546	9606.ENSP00000425864	0	0	0	0	0.062	0	0.9	0.891	0.988
LPCAT4	PLB1	9606.ENSP00000317300	9606.ENSP00000330442	0	0	0	0	0	0	0.65	0	0.65
LPCAT4	PLA2G2A	9606.ENSP00000317300	9606.ENSP00000383364	0	0	0	0	0	0	0.65	0.206	0.71
LPCAT4	PLA2G16	9606.ENSP00000317300	9606.ENSP00000320337	0	0	0	0	0	0	0.9	0.043	0.9
LRIG3	PMEPA1	9606.ENSP00000326759	9606.ENSP00000345826	0	0	0	0	0.065	0	0	0.443	0.457
LRP2BP	UFSP1	9606.ENSP00000332681	9606.ENSP00000373413	0	0	0	0	0	0	0	0.764	0.764
LRP8	THBS1	9606.ENSP00000303634	9606.ENSP00000260356	0	0	0	0	0	0	0	0.978	0.978
LRP8	SLC20A1	9606.ENSP00000303634	9606.ENSP00000272542	0	0	0	0	0.062	0	0	0.458	0.47
LRP8	SPATA2L	9606.ENSP00000303634	9606.ENSP00000289805	0	0	0	0	0	0	0	0.435	0.435
LRP8	MYLIP	9606.ENSP00000303634	9606.ENSP00000349298	0	0	0	0	0.062	0.402	0	0.505	0.698
MAFF	OXTR	9606.ENSP00000345393	9606.ENSP00000324270	0	0	0	0	0	0	0	0.643	0.643
MAFF	NR4A2	9606.ENSP00000345393	9606.ENSP00000344479	0	0	0	0	0.119	0.063	0	0.374	0.438
MAFF	MAFK	9606.ENSP00000345393	9606.ENSP00000344903	0	0	0	0.961	0.115	0	0.9	0.9	0.91
MAFF	NFE2L2	9606.ENSP00000345393	9606.ENSP00000380252	0	0	0	0	0	0.894	0.9	0.625	0.995
MAFK	MXI1	9606.ENSP00000344903	9606.ENSP00000331152	0	0	0	0	0.052	0	0	0.543	0.548
MAFK	NFE2L2	9606.ENSP00000344903	9606.ENSP00000380252	0	0	0	0	0	0.803	0.9	0.926	0.998
MARS2	MECOM	9606.ENSP00000282276	9606.ENSP00000264674	0	0	0	0	0	0	0	0.437	0.437
MARS2	NOSTRIN	9606.ENSP00000282276	9606.ENSP00000394051	0	0	0	0	0	0.772	0	0	0.772
MB21D1	OAS1	9606.ENSP00000359339	9606.ENSP00000388001	0	0	0	0	0.068	0	0	0.519	0.532
MECOM	SALL4	9606.ENSP00000264674	9606.ENSP00000217086	0	0	0	0.544	0	0.102	0.65	0	0.672
MECOM	SUV39H1	9606.ENSP00000264674	9606.ENSP00000337976	0	0	0	0	0.052	0.52	0	0.353	0.68
MECOM	RUNX1	9606.ENSP00000264674	9606.ENSP00000300305	0	0	0	0	0	0.058	0.8	0.466	0.89
METRNL	PDE4D	9606.ENSP00000315731	9606.ENSP00000345502	0	0	0	0	0	0	0	0.45	0.45
MUC13	REG4	9606.ENSP00000485028	9606.ENSP00000346158	0	0	0	0	0.194	0	0	0.341	0.446
MUC13	ST3GAL2	9606.ENSP00000485028	9606.ENSP00000377257	0	0	0	0	0	0	0.9	0.092	0.905
MXI1	ZSCAN26	9606.ENSP00000331152	9606.ENSP00000484931	0	0	0	0	0	0.058	0	0.445	0.455
MXI1	MYC	9606.ENSP00000331152	9606.ENSP00000479618	0	0	0	0	0	0.213	0	0.919	0.935
MYC	TFAP2C	9606.ENSP00000479618	9606.ENSP00000201031	0	0	0	0	0	0.397	0.6	0.501	0.869
MYC	SALL4	9606.ENSP00000479618	9606.ENSP00000217086	0	0	0	0	0	0	0	0.558	0.558
MYC	TNFRSF10A	9606.ENSP00000479618	9606.ENSP00000221132	0	0	0	0	0.07	0	0	0.451	0.467
MYC	NR3C1	9606.ENSP00000479618	9606.ENSP00000231509	0	0	0	0	0	0.069	0	0.562	0.575
MYC	RGS2	9606.ENSP00000479618	9606.ENSP00000235382	0	0	0	0	0	0	0	0.479	0.479
MYC	SOX9	9606.ENSP00000479618	9606.ENSP00000245479	0	0	0	0	0	0.057	0	0.608	0.614
MYC	TBX3	9606.ENSP00000479618	9606.ENSP00000257566	0	0	0	0	0.062	0.1	0	0.469	0.512
MYC	THBS1	9606.ENSP00000479618	9606.ENSP00000260356	0	0	0	0	0.062	0	0	0.469	0.48
MYC	SMAD7	9606.ENSP00000479618	9606.ENSP00000262158	0	0	0	0	0	0.281	0	0.521	0.641
MYC	RHOB	9606.ENSP00000479618	9606.ENSP00000272233	0	0	0	0	0.063	0.057	0	0.394	0.417
MYC	TFF1	9606.ENSP00000479618	9606.ENSP00000291527	0	0	0	0	0.062	0.27	0	0.431	0.576
MYC	SHH	9606.ENSP00000479618	9606.ENSP00000297261	0	0	0	0	0	0	0	0.645	0.645
MYC	TRIB1	9606.ENSP00000479618	9606.ENSP00000312150	0	0	0	0	0.09	0.133	0	0.41	0.495
MYC	SIAH2	9606.ENSP00000479618	9606.ENSP00000322457	0	0	0	0	0.063	0	0	0.475	0.487
MYC	PMAIP1	9606.ENSP00000479618	9606.ENSP00000326119	0	0	0	0	0.102	0	0	0.72	0.738
MYC	PIF1	9606.ENSP00000479618	9606.ENSP00000328174	0	0	0	0	0.062	0	0	0.671	0.679
MYC	SUV39H1	9606.ENSP00000479618	9606.ENSP00000337976	0	0	0	0	0.098	0.208	0	0.455	0.576
MYC	PIWIL2	9606.ENSP00000479618	9606.ENSP00000349208	0	0	0	0	0	0	0	0.48	0.481
MYC	TGFBR2	9606.ENSP00000479618	9606.ENSP00000351905	0	0	0	0	0.062	0.078	0	0.517	0.545
MYC	PIM3	9606.ENSP00000479618	9606.ENSP00000353824	0	0	0	0	0.078	0.06	0	0.474	0.505
MYC	TET1	9606.ENSP00000479618	9606.ENSP00000362748	0	0	0	0	0	0	0	0.459	0.459
MYC	NFE2L2	9606.ENSP00000479618	9606.ENSP00000380252	0	0	0	0	0	0.528	0	0.508	0.758
MYC	TCF4	9606.ENSP00000479618	9606.ENSP00000381382	0	0	0	0	0	0.273	0	0.588	0.687
MYC	PAX6	9606.ENSP00000479618	9606.ENSP00000404100	0	0	0	0	0	0.149	0	0.551	0.601
MYC	SLC2A1	9606.ENSP00000479618	9606.ENSP00000416293	0	0	0	0	0.083	0.066	0	0.685	0.707
MYC	NR4A1	9606.ENSP00000479618	9606.ENSP00000440864	0	0	0	0	0	0	0	0.529	0.529
MYC	USP36	9606.ENSP00000479618	9606.ENSP00000441214	0	0	0	0	0.065	0.421	0	0.246	0.556
MYC	PFKFB3	9606.ENSP00000479618	9606.ENSP00000443319	0	0	0	0	0	0	0	0.423	0.422
MYC	ZFP36	9606.ENSP00000479618	9606.ENSP00000469647	0	0	0	0	0	0	0	0.4	0.4
MYLIP	RNF145	9606.ENSP00000349298	9606.ENSP00000430955	0	0	0	0	0.066	0	0	0.43	0.444
MYO10	TM4SF1	9606.ENSP00000421280	9606.ENSP00000304277	0	0	0	0	0.099	0	0	0.486	0.518
NFE2L2	SAT1	9606.ENSP00000380252	9606.ENSP00000368572	0	0	0	0	0	0	0	0.734	0.734
NFE2L2	TXNIP	9606.ENSP00000380252	9606.ENSP00000462521	0	0	0	0	0	0	0	0.663	0.663
NR1D1	PER2	9606.ENSP00000246672	9606.ENSP00000254657	0	0	0	0	0.062	0.201	0	0.933	0.945
NR3C1	TRIM68	9606.ENSP00000231509	9606.ENSP00000300747	0	0	0	0	0	0.077	0	0.389	0.411
NR3C1	NR4A1	9606.ENSP00000231509	9606.ENSP00000440864	0	0	0	0.588	0	0.203	0	0.651	0.412
NR3C1	SOX9	9606.ENSP00000231509	9606.ENSP00000245479	0	0	0	0	0	0.087	0	0.412	0.44
NR3C1	RBM14	9606.ENSP00000231509	9606.ENSP00000311747	0	0	0	0	0	0.128	0	0.43	0.481
NR3C1	OXTR	9606.ENSP00000231509	9606.ENSP00000324270	0	0	0	0	0	0.056	0	0.518	0.525
NR3C1	PPARGC1B	9606.ENSP00000231509	9606.ENSP00000312649	0	0	0	0	0	0.056	0.65	0.308	0.751
NR3C1	PER2	9606.ENSP00000231509	9606.ENSP00000254657	0	0	0	0	0	0.116	0.9	0.393	0.941
NR4A1	RGS2	9606.ENSP00000440864	9606.ENSP00000235382	0	0	0	0	0.063	0	0	0.399	0.413
NR4A1	SMAD7	9606.ENSP00000440864	9606.ENSP00000262158	0	0	0	0	0.062	0.27	0	0.228	0.425
NR4A1	NR4A2	9606.ENSP00000440864	9606.ENSP00000344479	0	0	0	0.944	0.561	0	0	0.875	0.582
NR4A1	NR4A3	9606.ENSP00000440864	9606.ENSP00000482027	0	0	0	0.908	0.445	0	0	0.864	0.489
NR4A2	RGS2	9606.ENSP00000344479	9606.ENSP00000235382	0	0	0	0	0.15	0	0	0.366	0.438
NR4A2	SHH	9606.ENSP00000344479	9606.ENSP00000297261	0	0	0	0	0	0	0	0.629	0.629
NR4A2	RUNX1	9606.ENSP00000344479	9606.ENSP00000300305	0	0	0	0	0	0.27	0	0.539	0.649
NR4A2	NR4A3	9606.ENSP00000344479	9606.ENSP00000482027	0	0	0	0.951	0.376	0	0	0.828	0.401
NR4A2	PAX6	9606.ENSP00000344479	9606.ENSP00000404100	0	0	0	0	0	0.073	0	0.5	0.517
NR4A3	RUNX1	9606.ENSP00000482027	9606.ENSP00000300305	0	0	0	0	0	0	0.9	0.071	0.903
NRARP	SPRY2	9606.ENSP00000349041	9606.ENSP00000366306	0	0	0	0	0	0	0	0.432	0.432
OXTR	RGS2	9606.ENSP00000324270	9606.ENSP00000235382	0	0	0	0	0	0.056	0	0.442	0.451
PAX6	SOX9	9606.ENSP00000404100	9606.ENSP00000245479	0	0	0	0	0.062	0.059	0	0.713	0.725
PAX6	TBX3	9606.ENSP00000404100	9606.ENSP00000257566	0	0	0	0	0.084	0.069	0	0.434	0.475
PAX6	SOX8	9606.ENSP00000404100	9606.ENSP00000293894	0	0	0	0	0.082	0.059	0	0.484	0.516
PAX6	SHH	9606.ENSP00000404100	9606.ENSP00000297261	0	0	0	0	0.062	0.23	0	0.86	0.89
PAX6	TCF4	9606.ENSP00000404100	9606.ENSP00000381382	0	0	0	0	0.085	0.166	0	0.331	0.445
PAX6	SP8	9606.ENSP00000404100	9606.ENSP00000408792	0	0	0	0	0.063	0.076	0	0.574	0.598
PDE2A	PDE4D	9606.ENSP00000334910	9606.ENSP00000345502	0	0	0	0.59	0.062	0	0.5	0.613	0.63
PDP2	PPTC7	9606.ENSP00000309548	9606.ENSP00000346255	0	0	0	0	0.062	0.166	0	0.698	0.743
PER2	SUV39H1	9606.ENSP00000254657	9606.ENSP00000337976	0	0	0	0	0	0.182	0	0.436	0.519
PFKFB3	SLC2A1	9606.ENSP00000443319	9606.ENSP00000416293	0	0	0	0	0.063	0	0	0.698	0.705
PHLDA1	RHPN2	9606.ENSP00000266671	9606.ENSP00000254260	0	0	0	0	0	0	0	0.474	0.474
PHLDA1	PHLDB2	9606.ENSP00000266671	9606.ENSP00000405405	0	0	0	0	0.062	0	0	0.437	0.449
PIM3	PRICKLE2	9606.ENSP00000353824	9606.ENSP00000295902	0	0	0	0	0	0.056	0	0.449	0.457
PIWIL2	PLD6	9606.ENSP00000349208	9606.ENSP00000317177	0	0	0	0	0.062	0.153	0	0.579	0.637
PLA2G16	PLA2G2A	9606.ENSP00000320337	9606.ENSP00000383364	0	0	0	0	0.054	0	0.65	0.602	0.856
PLA2G16	PLB1	9606.ENSP00000320337	9606.ENSP00000330442	0	0	0	0	0	0	0.9	0.331	0.93
PLA2G2A	PLB1	9606.ENSP00000383364	9606.ENSP00000330442	0	0	0	0	0	0	0.65	0.221	0.715
PLCXD2	SGPP1	9606.ENSP00000420686	9606.ENSP00000247225	0	0	0	0	0	0	0	0.426	0.426
PLK3	RHOB	9606.ENSP00000361275	9606.ENSP00000272233	0	0	0	0	0	0.148	0	0.326	0.401
PLK3	SESN1	9606.ENSP00000361275	9606.ENSP00000393762	0	0	0	0	0	0	0	0.408	0.408
PLLP	SCARA5	9606.ENSP00000219207	9606.ENSP00000346990	0	0	0	0	0	0	0	0.413	0.413
PMAIP1	TNFRSF10A	9606.ENSP00000326119	9606.ENSP00000221132	0	0	0	0	0	0	0	0.565	0.565
PMAIP1	SESN2	9606.ENSP00000326119	9606.ENSP00000253063	0	0	0	0	0	0	0	0.402	0.402
PMAIP1	SESN1	9606.ENSP00000326119	9606.ENSP00000393762	0	0	0	0	0	0	0	0.427	0.426
PMEPA1	SMAD7	9606.ENSP00000345826	9606.ENSP00000262158	0	0	0	0	0.065	0.056	0	0.462	0.484
PMEPA1	SKIL	9606.ENSP00000345826	9606.ENSP00000415243	0	0	0	0	0.062	0	0	0.455	0.466
PPP1R3B	RUNX1	9606.ENSP00000308318	9606.ENSP00000300305	0	0	0	0	0	0	0	0.429	0.429
PPP1R3B	TRIB1	9606.ENSP00000308318	9606.ENSP00000312150	0	0	0	0	0.062	0.058	0	0.566	0.583
PPTC7	SHH	9606.ENSP00000346255	9606.ENSP00000297261	0	0	0	0	0	0.401	0	0	0.4
PRICKLE2	STARD13	9606.ENSP00000295902	9606.ENSP00000338785	0	0	0	0	0.117	0.386	0	0.081	0.458
PROM2	RASSF2	9606.ENSP00000318270	9606.ENSP00000368710	0	0	0	0	0.064	0	0	0.574	0.584
PRR15	PRR7	9606.ENSP00000317836	9606.ENSP00000327168	0	0	0	0	0	0	0	0.554	0.554
PXDC1	ZNF331	9606.ENSP00000369636	9606.ENSP00000253144	0	0	0	0	0	0	0	0.401	0.4
RASA2	RHPN2	9606.ENSP00000286364	9606.ENSP00000254260	0	0	0	0	0.049	0	0	0.512	0.516
RASA2	SPRED2	9606.ENSP00000286364	9606.ENSP00000348753	0	0	0	0	0.062	0	0.5	0.18	0.581
RASA2	SPRED1	9606.ENSP00000286364	9606.ENSP00000299084	0	0	0	0	0.062	0	0.5	0.508	0.749
RASD1	TC2N	9606.ENSP00000225688	9606.ENSP00000387882	0	0	0	0	0	0	0	0.569	0.569
RASD1	SLC11A2	9606.ENSP00000225688	9606.ENSP00000378364	0	0	0	0	0	0	0	0.801	0.801
RASSF2	RASSF4	9606.ENSP00000368710	9606.ENSP00000339692	0	0	0	0.953	0.087	0	0.8	0.556	0.814
RBM14	ZNF426	9606.ENSP00000311747	9606.ENSP00000439017	0	0	0	0	0	0.056	0	0.434	0.442
RFWD3	SPRY4	9606.ENSP00000354361	9606.ENSP00000344967	0	0	0	0	0	0	0	0.429	0.429
RGS2	ZFP36	9606.ENSP00000235382	9606.ENSP00000469647	0	0	0	0	0.14	0	0	0.413	0.473
RGS2	TRIM47	9606.ENSP00000235382	9606.ENSP00000254816	0	0	0	0	0	0.058	0	0.729	0.733
RGS2	RGS3	9606.ENSP00000235382	9606.ENSP00000363255	0	0	0	0.917	0	0	0.9	0.752	0.906
RHOB	RHPN2	9606.ENSP00000272233	9606.ENSP00000254260	0	0	0	0	0	0.283	0.6	0.48	0.838
RHOB	STARD13	9606.ENSP00000272233	9606.ENSP00000338785	0	0	0	0	0.076	0.368	0	0.369	0.599
RHPN2	SMAD7	9606.ENSP00000254260	9606.ENSP00000262158	0	0	0	0	0	0	0	0.416	0.416
RNF145	SH3RF2	9606.ENSP00000430955	9606.ENSP00000424497	0	0	0	0	0.062	0	0	0.712	0.718
RNF19A	SNCAIP	9606.ENSP00000428968	9606.ENSP00000261368	0	0	0	0	0	0.281	0	0.421	0.566
RUNX1	SOX9	9606.ENSP00000300305	9606.ENSP00000245479	0	0	0	0	0	0	0	0.454	0.454
RUNX1	THBS1	9606.ENSP00000300305	9606.ENSP00000260356	0	0	0	0	0.076	0	0.9	0	0.903
RUNX1	SUV39H1	9606.ENSP00000300305	9606.ENSP00000337976	0	0	0	0	0	0.486	0	0.829	0.908
S100P	SAT1	9606.ENSP00000296370	9606.ENSP00000368572	0	0	0	0	0	0	0	0.55	0.55
SALL4	TFAP2C	9606.ENSP00000217086	9606.ENSP00000201031	0	0	0	0	0.091	0	0	0.403	0.435
SALL4	SOX9	9606.ENSP00000217086	9606.ENSP00000245479	0	0	0	0	0.062	0.139	0	0.328	0.409
SALL4	TET1	9606.ENSP00000217086	9606.ENSP00000362748	0	0	0	0	0.107	0	0	0.458	0.496
SALL4	TBX3	9606.ENSP00000217086	9606.ENSP00000257566	0	0	0	0	0.062	0.104	0	0.58	0.616
SCARA5	SLC11A2	9606.ENSP00000346990	9606.ENSP00000378364	0	0	0	0	0	0	0	0.433	0.433
SCARA5	TC2N	9606.ENSP00000346990	9606.ENSP00000387882	0	0	0	0	0	0	0	0.607	0.607
SESN1	SESN2	9606.ENSP00000393762	9606.ENSP00000253063	0	0	0	0.953	0	0	0.8	0.872	0.808
SHH	SOX9	9606.ENSP00000297261	9606.ENSP00000245479	0	0	0	0	0.062	0	0	0.728	0.734
SHH	TBX3	9606.ENSP00000297261	9606.ENSP00000257566	0	0	0	0	0	0.132	0	0.529	0.574
SHH	SPRY1	9606.ENSP00000297261	9606.ENSP00000481675	0	0	0	0	0	0	0	0.469	0.469
SHH	SPRY2	9606.ENSP00000297261	9606.ENSP00000366306	0	0	0	0	0	0	0	0.478	0.478
SHH	STIL	9606.ENSP00000297261	9606.ENSP00000360944	0	0	0	0	0	0	0.9	0.294	0.926
SIAH2	SNCAIP	9606.ENSP00000322457	9606.ENSP00000261368	0	0	0	0	0	0.284	0.6	0.294	0.78
SIAH2	SPRY2	9606.ENSP00000322457	9606.ENSP00000366306	0	0	0	0	0	0.375	0	0.498	0.674
SKIL	SMAD7	9606.ENSP00000415243	9606.ENSP00000262158	0	0	0	0	0.063	0.213	0	0.693	0.754
SKIL	TGIF1	9606.ENSP00000415243	9606.ENSP00000327959	0	0	0	0	0	0	0	0.583	0.583
SKIL	TGFBR2	9606.ENSP00000415243	9606.ENSP00000351905	0	0	0	0	0	0.116	0	0.397	0.444
SLC11A2	SLC30A2	9606.ENSP00000378364	9606.ENSP00000363394	0.073	0	0	0	0.062	0	0	0.483	0.511
SLC2A1	TXNIP	9606.ENSP00000416293	9606.ENSP00000462521	0	0	0	0	0	0.282	0	0.561	0.671
SMAD7	THBS1	9606.ENSP00000262158	9606.ENSP00000260356	0	0	0	0	0	0	0	0.416	0.416
SMAD7	TGFBR2	9606.ENSP00000262158	9606.ENSP00000351905	0	0	0	0	0.085	0.697	0.9	0.811	0.994
SOX9	ZNF274	9606.ENSP00000245479	9606.ENSP00000478533	0	0	0	0	0	0.101	0	0.362	0.402
SOX9	TBX3	9606.ENSP00000245479	9606.ENSP00000257566	0	0	0	0	0.076	0.062	0	0.379	0.414
SOX9	TCF4	9606.ENSP00000245479	9606.ENSP00000381382	0	0	0	0	0.062	0.09	0	0.39	0.433
